"(39.631, -105.028)",7
"(39.631, -105.027)",7
"(39.631, -105.026)",7
"(39.631, -104.913)",18
"(39.631, -104.912)",41
"(39.631, -104.911)",2
"(39.631, -104.91)",3
"(39.631, -104.909)",2
"(39.631, -104.908)",2
"(39.631, -104.904)",1
"(39.631, -104.903)",3
"(39.631, -104.902)",12
"(39.631, -104.901)",32
"(39.631, -104.9)",3
"(39.631, -104.899)",1
"(39.631, -104.897)",28
"(39.631, -104.895)",7
"(39.631, -104.893)",1
"(39.631, -104.891)",1
"(39.631, -104.889)",5
"(39.631, -104.888)",8
"(39.631, -104.887)",8
"(39.631, -104.886)",9
"(39.631, -104.885)",1
"(39.632, -105.109)",1
"(39.632, -105.107)",15
"(39.632, -105.106)",12
"(39.632, -105.105)",11
"(39.632, -105.104)",7
"(39.632, -105.103)",1
"(39.632, -105.102)",14
"(39.632, -105.101)",8
"(39.632, -105.1)",11
"(39.632, -105.099)",10
"(39.632, -105.098)",11
"(39.632, -105.097)",10
"(39.632, -105.096)",13
"(39.632, -105.095)",6
"(39.632, -105.094)",18
"(39.632, -105.093)",16
"(39.632, -105.092)",1
"(39.632, -105.091)",2
"(39.632, -105.09)",2
"(39.632, -105.089)",1
"(39.632, -105.088)",1
"(39.632, -105.086)",1
"(39.632, -105.085)",1
"(39.632, -105.084)",3
"(39.632, -105.083)",4
"(39.632, -105.082)",3
"(39.632, -105.053)",5
"(39.632, -105.052)",7
"(39.632, -105.051)",7
"(39.632, -105.05)",7
"(39.632, -105.049)",11
"(39.632, -105.048)",10
"(39.632, -105.047)",11
"(39.632, -105.046)",7
"(39.632, -105.045)",7
"(39.632, -105.044)",8
"(39.632, -105.043)",10
"(39.632, -105.042)",8
"(39.632, -105.041)",12
"(39.632, -105.04)",12
"(39.632, -105.039)",10
"(39.632, -105.038)",11
"(39.632, -105.037)",7
"(39.632, -105.036)",62
"(39.632, -105.035)",38
"(39.632, -105.034)",12
"(39.632, -105.033)",11
"(39.632, -105.032)",10
"(39.632, -105.031)",9
"(39.632, -105.03)",5
"(39.632, -105.029)",6
"(39.632, -105.028)",2
"(39.632, -104.913)",9
"(39.632, -104.912)",15
"(39.632, -104.911)",6
"(39.632, -104.91)",2
"(39.632, -104.909)",1
"(39.632, -104.908)",1
"(39.632, -104.9)",1
"(39.632, -104.899)",2
"(39.632, -104.898)",1
"(39.632, -104.897)",3
"(39.632, -104.896)",34
"(39.632, -104.894)",2
"(39.632, -104.893)",1
"(39.632, -104.891)",7
"(39.632, -104.89)",3
"(39.632, -104.889)",6
"(39.632, -104.888)",14
"(39.632, -104.887)",8
"(39.632, -104.886)",8
"(39.633, -105.337)",1
"(39.633, -105.332)",1
"(39.633, -105.109)",1
"(39.633, -105.108)",1
"(39.633, -105.107)",15
"(39.633, -105.106)",14
"(39.633, -105.105)",10
"(39.633, -105.104)",8
"(39.633, -105.103)",3
"(39.633, -105.102)",10
"(39.633, -105.101)",8
"(39.633, -105.1)",8
"(39.633, -105.099)",13
"(39.633, -105.098)",9
"(39.633, -105.097)",10
"(39.633, -105.096)",18
"(39.633, -105.095)",6
"(39.633, -105.094)",11
"(39.633, -105.093)",11
"(39.633, -105.092)",3
"(39.633, -105.091)",3
"(39.633, -105.09)",3
"(39.633, -105.089)",38
"(39.633, -105.088)",26
"(39.633, -105.087)",25
"(39.633, -105.086)",2
"(39.633, -105.085)",3
"(39.633, -105.084)",1
"(39.633, -105.083)",3
"(39.633, -105.082)",3
"(39.633, -105.053)",8
"(39.633, -105.052)",10
"(39.633, -105.051)",10
"(39.633, -105.05)",8
"(39.633, -105.049)",7
"(39.633, -105.048)",8
"(39.633, -105.047)",7
"(39.633, -105.046)",9
"(39.633, -105.045)",10
"(39.633, -105.044)",9
"(39.633, -105.043)",10
"(39.633, -105.042)",10
"(39.633, -105.041)",6
"(39.633, -105.04)",8
"(39.633, -105.039)",7
"(39.633, -105.038)",10
"(39.633, -105.037)",10
"(39.633, -105.036)",155
"(39.633, -105.034)",3
"(39.633, -105.033)",3
"(39.633, -105.032)",3
"(39.633, -105.031)",2
"(39.633, -105.03)",3
"(39.633, -104.913)",15
"(39.633, -104.912)",18
"(39.633, -104.911)",7
"(39.633, -104.91)",3
"(39.633, -104.909)",3
"(39.633, -104.902)",1
"(39.633, -104.901)",1
"(39.633, -104.9)",3
"(39.633, -104.899)",23
"(39.633, -104.897)",24
"(39.633, -104.896)",24
"(39.633, -104.895)",1
"(39.633, -104.894)",3
"(39.633, -104.893)",2
"(39.633, -104.892)",7
"(39.633, -104.891)",16
"(39.633, -104.89)",16
"(39.633, -104.889)",18
"(39.633, -104.888)",14
"(39.633, -104.887)",19
"(39.633, -104.886)",25
"(39.633, -104.885)",2
"(39.634, -105.336)",1
"(39.634, -105.287)",1
"(39.634, -105.109)",14
"(39.634, -105.108)",33
"(39.634, -105.107)",16
"(39.634, -105.106)",9
"(39.634, -105.105)",12
"(39.634, -105.104)",16
"(39.634, -105.103)",10
"(39.634, -105.102)",11
"(39.634, -105.101)",12
"(39.634, -105.1)",10
"(39.634, -105.099)",15
"(39.634, -105.098)",10
"(39.634, -105.097)",9
"(39.634, -105.096)",8
"(39.634, -105.095)",5
"(39.634, -105.094)",3
"(39.634, -105.093)",6
"(39.634, -105.092)",2
"(39.634, -105.091)",3
"(39.634, -105.09)",2
"(39.634, -105.089)",12
"(39.634, -105.088)",51
"(39.634, -105.087)",25
"(39.634, -105.086)",1
"(39.634, -105.053)",6
"(39.634, -105.052)",12
"(39.634, -105.051)",11
"(39.634, -105.05)",9
"(39.634, -105.049)",9
"(39.634, -105.048)",7
"(39.634, -105.047)",9
"(39.634, -105.046)",10
"(39.634, -105.045)",7
"(39.634, -105.044)",8
"(39.634, -105.043)",9
"(39.634, -105.041)",1
"(39.634, -105.037)",8
"(39.634, -105.036)",30
"(39.634, -105.035)",15
"(39.634, -104.913)",9
"(39.634, -104.912)",16
"(39.634, -104.911)",3
"(39.634, -104.91)",3
"(39.634, -104.909)",3
"(39.634, -104.894)",8
"(39.634, -104.892)",7
"(39.634, -104.891)",17
"(39.634, -104.89)",20
"(39.634, -104.889)",16
"(39.634, -104.888)",15
"(39.634, -104.887)",8
"(39.634, -104.886)",22
"(39.634, -104.885)",1
"(39.635, -105.11)",1
"(39.635, -105.109)",15
"(39.635, -105.108)",12
"(39.635, -105.107)",6
"(39.635, -105.106)",7
"(39.635, -105.105)",7
"(39.635, -105.104)",7
"(39.635, -105.103)",7
"(39.635, -105.102)",7
"(39.635, -105.101)",5
"(39.635, -105.1)",5
"(39.635, -105.099)",5
"(39.635, -105.098)",4
"(39.635, -105.097)",6
"(39.635, -105.096)",9
"(39.635, -105.095)",6
"(39.635, -105.09)",1
"(39.635, -105.088)",2
"(39.635, -105.087)",75
"(39.635, -105.086)",49
"(39.635, -105.085)",25
"(39.635, -105.084)",1
"(39.635, -105.082)",1
"(39.635, -105.08)",655
"(39.635, -105.063)",1
"(39.635, -105.062)",1
"(39.635, -105.053)",5
"(39.635, -105.052)",11
"(39.635, -105.051)",8
"(39.635, -105.05)",7
"(39.635, -105.049)",9
"(39.635, -105.048)",9
"(39.635, -105.047)",8
"(39.635, -105.046)",8
"(39.635, -105.045)",9
"(39.635, -105.044)",10
"(39.635, -105.043)",12
"(39.635, -105.039)",1
"(39.635, -105.037)",11
"(39.635, -105.036)",37
"(39.635, -105.035)",45
"(39.635, -104.913)",5
"(39.635, -104.912)",10
"(39.635, -104.911)",708
"(39.635, -104.91)",3
"(39.635, -104.894)",1
"(39.635, -104.892)",9
"(39.635, -104.891)",12
"(39.635, -104.89)",16
"(39.635, -104.889)",9
"(39.635, -104.888)",11
"(39.635, -104.887)",12
"(39.635, -104.886)",15
"(39.635, -104.885)",1
"(39.636, -105.091)",9
"(39.636, -105.09)",27
"(39.636, -105.089)",34
"(39.636, -105.088)",42
"(39.636, -105.086)",1
"(39.636, -105.081)",1
"(39.636, -105.08)",3
"(39.636, -105.079)",3
"(39.636, -105.078)",10
"(39.636, -105.077)",8
"(39.636, -105.076)",11
"(39.636, -105.075)",10
"(39.636, -105.074)",12
"(39.636, -105.073)",1
"(39.636, -105.062)",1
"(39.636, -105.061)",3
"(39.636, -105.053)",3
"(39.636, -105.052)",6
"(39.636, -105.051)",6
"(39.636, -105.05)",7
"(39.636, -105.049)",10
"(39.636, -105.048)",9
"(39.636, -105.047)",9
"(39.636, -105.046)",9
"(39.636, -105.045)",7
"(39.636, -105.044)",11
"(39.636, -105.043)",12
"(39.636, -105.042)",1
"(39.636, -105.041)",3
"(39.636, -105.04)",5
"(39.636, -105.039)",8
"(39.636, -105.038)",8
"(39.636, -105.037)",8
"(39.636, -105.036)",33
"(39.636, -105.035)",24
"(39.636, -104.911)",3
"(39.636, -104.904)",1
"(39.636, -104.903)",5
"(39.636, -104.902)",32
"(39.636, -104.901)",34
"(39.636, -104.9)",56
"(39.636, -104.899)",3
"(39.636, -104.898)",1
"(39.636, -104.897)",3
"(39.636, -104.894)",1
"(39.636, -104.892)",1
"(39.636, -104.891)",4
"(39.636, -104.89)",5
"(39.636, -104.889)",6
"(39.636, -104.888)",7
"(39.636, -104.887)",9
"(39.636, -104.886)",14
"(39.636, -104.885)",1
"(39.637, -105.091)",23
"(39.637, -105.09)",52
"(39.637, -105.089)",24
"(39.637, -105.088)",62
"(39.637, -105.086)",2
"(39.637, -105.085)",1
"(39.637, -105.083)",1
"(39.637, -105.073)",30
"(39.637, -105.072)",6
"(39.637, -105.065)",2
"(39.637, -105.064)",1
"(39.637, -105.063)",1
"(39.637, -105.061)",2
"(39.637, -105.053)",5
"(39.637, -105.052)",10
"(39.637, -105.051)",10
"(39.637, -105.05)",8
"(39.637, -105.046)",6
"(39.637, -105.045)",9
"(39.637, -105.044)",4
"(39.637, -105.043)",8
"(39.637, -105.042)",7
"(39.637, -105.041)",10
"(39.637, -105.04)",9
"(39.637, -105.039)",7
"(39.637, -105.038)",8
"(39.637, -105.037)",5
"(39.637, -105.036)",1
"(39.637, -105.035)",1
"(39.637, -104.913)",1
"(39.637, -104.912)",70
"(39.637, -104.907)",12
"(39.637, -104.906)",6
"(39.637, -104.905)",5
"(39.637, -104.904)",3
"(39.637, -104.903)",52
"(39.637, -104.902)",56
"(39.637, -104.901)",40
"(39.637, -104.9)",40
"(39.637, -104.899)",19
"(39.637, -104.898)",2
"(39.637, -104.897)",5
"(39.637, -104.895)",4
"(39.637, -104.889)",4
"(39.637, -104.888)",7
"(39.637, -104.887)",8
"(39.637, -104.886)",8
"(39.637, -104.885)",1
"(39.638, -105.09)",1
"(39.638, -105.089)",24
"(39.638, -105.088)",49
"(39.638, -105.087)",1
"(39.638, -105.085)",4
"(39.638, -105.084)",2
"(39.638, -105.083)",1
"(39.638, -105.082)",4
"(39.638, -105.073)",31
"(39.638, -105.072)",1
"(39.638, -105.071)",3
"(39.638, -105.069)",1
"(39.638, -105.068)",1
"(39.638, -105.062)",2
"(39.638, -105.053)",4
"(39.638, -105.052)",8
"(39.638, -105.051)",9
"(39.638, -105.05)",8
"(39.638, -105.049)",2
"(39.638, -105.047)",1
"(39.638, -105.046)",5
"(39.638, -105.045)",6
"(39.638, -105.044)",12
"(39.638, -105.043)",12
"(39.638, -105.042)",8
"(39.638, -105.041)",6
"(39.638, -105.04)",9
"(39.638, -105.039)",12
"(39.638, -105.038)",11
"(39.638, -105.037)",5
"(39.638, -105.036)",4
"(39.638, -105.035)",6
"(39.638, -104.913)",2
"(39.638, -104.912)",23
"(39.638, -104.911)",50
"(39.638, -104.909)",12
"(39.638, -104.908)",32
"(39.638, -104.907)",17
"(39.638, -104.905)",3
"(39.638, -104.904)",2
"(39.638, -104.903)",3
"(39.638, -104.902)",4
"(39.638, -104.901)",3
"(39.638, -104.9)",2
"(39.638, -104.899)",2
"(39.638, -104.898)",9
"(39.638, -104.897)",11
"(39.638, -104.896)",1
"(39.638, -104.895)",2
"(39.638, -104.894)",1
"(39.638, -104.891)",2
"(39.638, -104.887)",3
"(39.638, -104.886)",7
"(39.639, -105.087)",1
"(39.639, -105.085)",1
"(39.639, -105.076)",4
"(39.639, -105.075)",3
"(39.639, -105.074)",5
"(39.639, -105.073)",4
"(39.639, -105.072)",5
"(39.639, -105.071)",4
"(39.639, -105.069)",1
"(39.639, -105.068)",1
"(39.639, -105.063)",1
"(39.639, -105.061)",1
"(39.639, -105.06)",1
"(39.639, -105.059)",1
"(39.639, -105.058)",6
"(39.639, -105.057)",10
"(39.639, -105.056)",11
"(39.639, -105.055)",9
"(39.639, -105.054)",12
"(39.639, -105.053)",6
"(39.639, -105.052)",8
"(39.639, -105.051)",5
"(39.639, -105.05)",3
"(39.639, -105.04)",1
"(39.639, -105.039)",4
"(39.639, -105.038)",4
"(39.639, -105.037)",4
"(39.639, -105.036)",3
"(39.639, -105.033)",1
"(39.639, -104.913)",13
"(39.639, -104.912)",13
"(39.639, -104.911)",16
"(39.639, -104.907)",9
"(39.639, -104.906)",13
"(39.639, -104.905)",53
