"(-104.876, 39.704)",860
"(-104.997, 39.746)",841
"(-104.911, 39.635)",708
"(-104.894, 39.629)",685
"(-105.08, 39.635)",655
"(-104.996, 39.745)",512
"(-105.001, 39.755)",445
"(-104.906, 39.655)",406
"(-104.999, 39.756)",404
"(-105.003, 39.756)",389
"(-105.002, 39.756)",383
"(-104.989, 39.696)",376
"(-104.982, 39.747)",353
"(-104.983, 39.747)",349
"(-104.972, 39.708)",348
"(-104.948, 39.717)",344
"(-104.989, 39.757)",334
"(-104.906, 39.625)",327
"(-104.991, 39.736)",309
"(-104.974, 39.716)",303
"(-104.997, 39.76)",303
"(-104.975, 39.716)",303
"(-104.996, 39.734)",295
"(-105.001, 39.753)",294
"(-104.938, 39.68)",285
"(-105.093, 39.629)",283
"(-104.984, 39.75)",281
"(-104.995, 39.752)",274
"(-104.91, 39.628)",273
"(-104.961, 39.683)",268
"(-104.987, 39.744)",266
"(-104.995, 39.734)",265
"(-104.979, 39.729)",264
"(-104.996, 39.738)",264
"(-105.002, 39.755)",262
"(-104.987, 39.698)",261
"(-104.992, 39.755)",261
"(-104.996, 39.735)",257
"(-104.988, 39.764)",257
"(-105.055, 39.65)",256
"(-104.984, 39.747)",253
"(-105.017, 39.753)",245
"(-105.041, 39.742)",243
"(-104.943, 39.71)",242
"(-104.917, 39.655)",234
"(-105.004, 39.752)",231
"(-105.002, 39.754)",230
"(-104.939, 39.733)",227
"(-104.959, 39.678)",225
"(-104.997, 39.75)",225
"(-104.992, 39.732)",224
"(-104.984, 39.746)",222
"(-104.98, 39.72)",221
"(-104.92, 39.676)",221
"(-104.931, 39.732)",220
"(-104.99, 39.754)",219
"(-104.978, 39.729)",218
"(-104.942, 39.713)",218
"(-104.989, 39.763)",218
"(-104.983, 39.735)",217
"(-105.041, 39.743)",217
"(-104.999, 39.76)",215
"(-104.992, 39.749)",212
"(-104.987, 39.73)",212
"(-105.034, 39.769)",209
"(-104.949, 39.718)",208
"(-104.989, 39.759)",206
"(-105.014, 39.757)",206
"(-104.999, 39.759)",204
"(-104.94, 39.732)",204
"(-104.994, 39.736)",204
"(-104.98, 39.748)",204
"(-104.984, 39.725)",202
"(-104.908, 39.628)",202
"(-104.985, 39.766)",201
"(-104.998, 39.749)",199
"(-105.007, 39.761)",198
"(-105.003, 39.758)",197
"(-104.994, 39.712)",196
"(-104.996, 39.751)",194
"(-104.896, 39.654)",194
"(-104.983, 39.727)",194
"(-104.88, 39.702)",191
"(-104.88, 39.703)",190
"(-105.004, 39.757)",189
"(-104.987, 39.749)",188
"(-104.957, 39.666)",186
"(-104.982, 39.751)",185
"(-105.02, 39.747)",184
"(-104.877, 39.707)",183
"(-104.884, 39.704)",183
"(-104.908, 39.625)",183
"(-104.882, 39.704)",183
"(-104.959, 39.672)",181
"(-104.99, 39.763)",181
"(-104.946, 39.716)",179
"(-105.028, 39.74)",178
"(-104.958, 39.68)",175
"(-105.001, 39.756)",173
"(-104.879, 39.707)",172
"(-105.001, 39.754)",169
"(-104.975, 39.729)",169
"(-105.002, 39.759)",165
"(-104.921, 39.73)",165
"(-104.88, 39.654)",162
"(-104.89, 39.707)",162
"(-104.961, 39.733)",161
"(-105.042, 39.743)",161
"(-105.002, 39.75)",159
"(-105.021, 39.757)",159
"(-105.016, 39.76)",158
"(-104.939, 39.732)",157
"(-104.891, 39.707)",156
"(-104.883, 39.706)",156
"(-105.007, 39.754)",156
"(-104.984, 39.697)",155
"(-104.898, 39.759)",155
"(-105.036, 39.633)",155
"(-104.953, 39.743)",154
"(-104.985, 39.761)",153
"(-104.983, 39.722)",153
"(-104.991, 39.731)",152
"(-105.009, 39.76)",151
"(-104.939, 39.734)",151
"(-104.983, 39.736)",150
"(-104.989, 39.758)",149
"(-104.876, 39.671)",148
"(-104.993, 39.75)",147
"(-104.96, 39.744)",147
"(-104.904, 39.676)",146
"(-104.983, 39.75)",146
"(-104.997, 39.761)",145
"(-104.807, 39.774)",145
"(-104.983, 39.751)",144
"(-104.986, 39.749)",144
"(-104.98, 39.749)",144
"(-104.883, 39.703)",143
"(-104.987, 39.695)",142
"(-104.993, 39.748)",142
"(-105.009, 39.761)",141
"(-104.992, 39.746)",141
"(-104.9, 39.759)",140
"(-104.888, 39.707)",139
"(-105.001, 39.749)",139
"(-104.98, 39.719)",139
"(-104.993, 39.745)",139
"(-105.008, 39.754)",138
"(-104.988, 39.758)",137
"(-104.992, 39.756)",137
"(-104.971, 39.743)",136
"(-104.935, 39.73)",136
"(-104.977, 39.744)",136
"(-104.94, 39.677)",136
"(-104.984, 39.762)",135
"(-104.915, 39.665)",135
"(-104.936, 39.667)",135
"(-104.989, 39.744)",135
"(-104.764, 39.801)",135
"(-104.996, 39.758)",134
"(-104.944, 39.711)",132
"(-105.001, 39.757)",132
"(-104.93, 39.765)",130
"(-105.018, 39.75)",130
"(-105.005, 39.733)",128
"(-104.983, 39.768)",127
"(-104.937, 39.73)",127
"(-104.895, 39.626)",127
"(-104.962, 39.735)",127
"(-104.964, 39.736)",127
"(-104.949, 39.717)",127
"(-104.896, 39.626)",127
"(-104.939, 39.774)",125
"(-104.993, 39.71)",125
"(-104.896, 39.625)",124
"(-104.951, 39.713)",124
"(-104.992, 39.752)",124
"(-105.095, 39.629)",124
"(-104.945, 39.71)",124
"(-105.052, 39.74)",124
"(-104.997, 39.737)",123
"(-104.97, 39.739)",123
"(-104.904, 39.72)",123
"(-105.0, 39.755)",122
"(-105.017, 39.756)",122
"(-104.987, 39.748)",122
"(-104.985, 39.733)",121
"(-104.897, 39.697)",121
"(-104.992, 39.734)",121
"(-105.033, 39.769)",120
"(-104.898, 39.698)",120
"(-105.015, 39.758)",119
"(-104.878, 39.701)",119
"(-104.876, 39.701)",118
"(-104.998, 39.734)",118
"(-105.005, 39.696)",117
"(-104.985, 39.727)",116
"(-105.004, 39.733)",115
"(-104.929, 39.668)",115
"(-105.01, 39.759)",115
"(-104.983, 39.731)",115
"(-104.91, 39.626)",115
"(-104.941, 39.742)",115
"(-104.959, 39.676)",114
"(-104.987, 39.763)",114
"(-104.945, 39.711)",113
"(-105.035, 39.763)",113
"(-105.024, 39.754)",113
"(-104.94, 39.733)",113
"(-104.978, 39.747)",112
"(-104.916, 39.674)",112
"(-104.993, 39.709)",112
"(-104.988, 39.759)",112
"(-105.022, 39.757)",111
"(-104.953, 39.741)",110
"(-105.05, 39.741)",110
"(-104.982, 39.73)",109
"(-104.991, 39.753)",108
"(-104.991, 39.752)",108
"(-104.773, 39.794)",108
"(-104.994, 39.765)",108
"(-104.951, 39.72)",107
"(-105.044, 39.771)",106
"(-105.003, 39.757)",106
"(-104.984, 39.749)",106
"(-104.966, 39.739)",106
"(-104.998, 39.76)",106
"(-105.044, 39.776)",105
"(-104.981, 39.735)",105
"(-104.977, 39.742)",105
"(-104.958, 39.681)",104
"(-104.771, 39.803)",104
"(-104.887, 39.707)",104
"(-104.979, 39.753)",104
"(-104.983, 39.732)",103
"(-105.021, 39.756)",102
"(-104.998, 39.746)",102
"(-105.041, 39.744)",102
"(-105.055, 39.791)",102
"(-104.95, 39.718)",102
"(-104.937, 39.685)",101
"(-104.778, 39.808)",101
"(-104.958, 39.738)",101
"(-104.876, 39.725)",101
"(-104.998, 39.752)",100
"(-104.986, 39.766)",100
"(-104.987, 39.696)",100
"(-104.911, 39.694)",100
"(-104.982, 39.745)",100
"(-104.939, 39.677)",100
"(-104.959, 39.675)",100
"(-104.99, 39.745)",100
"(-104.991, 39.732)",99
"(-105.019, 39.75)",99
"(-104.954, 39.722)",98
"(-104.993, 39.712)",98
"(-104.983, 39.726)",97
"(-105.047, 39.741)",97
"(-104.993, 39.737)",97
"(-105.084, 39.629)",97
"(-104.976, 39.744)",96
"(-104.913, 39.714)",96
"(-104.938, 39.733)",96
"(-104.997, 39.736)",96
"(-104.969, 39.736)",95
"(-104.943, 39.682)",95
"(-104.981, 39.749)",95
"(-104.991, 39.757)",95
"(-104.976, 39.717)",95
"(-104.989, 39.723)",95
"(-104.966, 39.737)",94
"(-104.918, 39.655)",94
"(-104.916, 39.736)",94
"(-104.883, 39.752)",94
"(-104.931, 39.763)",94
"(-104.867, 39.761)",94
"(-104.985, 39.697)",94
"(-104.998, 39.754)",93
"(-104.982, 39.746)",93
"(-104.979, 39.771)",93
"(-104.94, 39.678)",92
